feature_name,feature_set_config,dataset_name,condition_name,target_name,score,p_value,correlation,selected,feature_group,interpretation,selection_split,selection_scope,feature_grain,train_bearings,held_out_bearing,overlaps_manual_19
"vertical__fft_coefficient__attr_""abs""__coeff_20",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.24295408036357669,1.5957870714897062e-07,-0.24295408036357669,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 20 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__autocorrelation__lag_6,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.2426021205679376,1.664900359092957e-07,0.2426021205679376,False,time_domain,vertical channel autocorrelation  lag 6 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""abs""__coeff_31",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.23979966232214317,2.3280598898195538e-07,0.23979966232214317,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 31 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__ratio_beyond_r_sigma__r_0.5,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.23717837402710745,3.1737289011329483e-07,-0.23717837402710745,False,time_domain,vertical channel ratio beyond r sigma  r 0.5 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__permutation_entropy__dimension_3__tau_1,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.23667956828847697,3.365129853817745e-07,0.23667956828847697,False,time_domain,horizontal channel permutation entropy  dimension 3  tau 1 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.23362380054401224,4.803694193137319e-07,-0.23362380054401224,False,time_domain,"horizontal channel change quantiles  f agg ""mean""  isabs True  qh 0.8  ql 0.0 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__ratio_beyond_r_sigma__r_2.5,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.23219119845426012,5.666539533416204e-07,0.23219119845426012,False,time_domain,vertical channel ratio beyond r sigma  r 2.5 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__ratio_beyond_r_sigma__r_2,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.23134181484201397,6.24649013993645e-07,-0.23134181484201397,False,time_domain,horizontal channel ratio beyond r sigma  r 2 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__range_count__max_1__min_-1,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.22887283121637841,8.274243515242445e-07,0.22887283121637841,False,shape,vertical channel range count  max 1  min -1 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__ratio_beyond_r_sigma__r_1,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.22887283121637841,8.274243515242445e-07,-0.22887283121637841,False,time_domain,vertical channel ratio beyond r sigma  r 1 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.22884009166890695,8.304971053410587e-07,0.22884009166890695,False,time_domain,"vertical channel change quantiles  f agg ""var""  isabs False  qh 1.0  ql 0.8 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__permutation_entropy__dimension_6__tau_1,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.22865904126495762,8.476882573447757e-07,0.22865904126495762,False,time_domain,horizontal channel permutation entropy  dimension 6  tau 1 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__fourier_entropy__bins_100,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.22836743557551897,8.760971381079087e-07,0.22836743557551897,False,time_domain,horizontal channel fourier entropy  bins 100 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_aggregated__aggtype_""kurtosis""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.22680110811200016,1.0450211540402447e-06,-0.22680110811200016,False,frequency,"horizontal channel fft aggregated  aggtype ""kurtosis"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__fft_coefficient__attr_""abs""__coeff_55",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.2265574227275862,1.0739621349795617e-06,0.2265574227275862,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 55 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__number_crossing_m__m_1,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.2262764680942815,1.1082836417516402e-06,-0.2262764680942815,False,time_domain,vertical channel number crossing m  m 1 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_71",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.22586792508535405,1.1600742412217462e-06,-0.22586792508535405,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 71 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__fourier_entropy__bins_10,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.22546343747629669,1.2136325340986785e-06,0.22546343747629669,False,time_domain,vertical channel fourier entropy  bins 10 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__kurtosis,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.22315046503274388,1.5684705281734718e-06,0.22315046503274388,False,distribution,vertical channel kurtosis statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.2214414087065023,1.8924358804599704e-06,-0.2214414087065023,False,time_domain,"vertical channel change quantiles  f agg ""var""  isabs False  qh 0.8  ql 0.2 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__autocorrelation__lag_8,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.2204200581446641,2.1156580654394857e-06,0.2204200581446641,False,time_domain,vertical channel autocorrelation  lag 8 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_91",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.21768641864626198,2.843959624880151e-06,0.21768641864626198,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 91 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.216868076796916,3.105028003170876e-06,0.216868076796916,False,time_domain,"vertical channel agg linear trend  attr ""stderr""  chunk len 10  f agg ""mean"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__fft_coefficient__attr_""abs""__coeff_1",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.2131759979936246,4.595459461599093e-06,0.2131759979936246,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 1 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.21240666104341238,4.9823402291205445e-06,-0.21240666104341238,False,time_domain,"vertical channel change quantiles  f agg ""mean""  isabs True  qh 0.8  ql 0.2 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__ratio_beyond_r_sigma__r_2,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.21194247979361336,5.230599513284548e-06,0.21194247979361336,False,time_domain,vertical channel ratio beyond r sigma  r 2 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_89",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.21091222673871357,5.824464217323139e-06,0.21091222673871357,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 89 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_64",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.20965834278545153,6.634188025990715e-06,0.20965834278545153,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 64 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__ar_coefficient__coeff_10__k_10,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.20821520105715804,7.698942485487459e-06,0.20821520105715804,False,time_domain,horizontal channel ar coefficient  coeff 10  k 10 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__spkt_welch_density__coeff_2,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.20724585891973524,8.503518323111043e-06,0.20724585891973524,False,time_domain,vertical channel spkt welch density  coeff 2 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__quantile__q_0.2,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.2066751108996832,9.014069337675772e-06,-0.2066751108996832,False,time_domain,horizontal channel quantile  q 0.2 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.2029327566599942,1.3158946144763236e-05,0.2029327566599942,False,time_domain,"vertical channel change quantiles  f agg ""var""  isabs True  qh 1.0  ql 0.8 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.20259323006204635,1.3613776870703836e-05,-0.20259323006204635,False,time_domain,"vertical channel change quantiles  f agg ""var""  isabs True  qh 0.8  ql 0.2 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__partial_autocorrelation__lag_3,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.2021639659644115,1.4210235168246865e-05,-0.2021639659644115,False,time_domain,horizontal channel partial autocorrelation  lag 3 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""abs""__coeff_55",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.20141144459772414,1.531625435261305e-05,0.20141144459772414,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 55 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__autocorrelation__lag_3,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.20134092103516973,1.5423997862500428e-05,0.20134092103516973,False,time_domain,vertical channel autocorrelation  lag 3 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__maximum,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.20099398483833752,1.596460411218523e-05,0.20099398483833752,False,time_domain,vertical channel maximum statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__quantile__q_0.8,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.20079618429822443,1.628083046535718e-05,-0.20079618429822443,False,time_domain,vertical channel quantile  q 0.8 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.19893933491233157,1.955402012206866e-05,-0.19893933491233157,False,time_domain,"vertical channel augmented dickey fuller  attr ""usedlag""  autolag ""AIC"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.19852176122169332,2.037166298134208e-05,0.19852176122169332,False,time_domain,"vertical channel agg linear trend  attr ""stderr""  chunk len 50  f agg ""mean"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.19762522754426037,2.2238085062317317e-05,-0.19762522754426037,False,time_domain,"vertical channel change quantiles  f agg ""mean""  isabs True  qh 1.0  ql 0.2 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
