feature_name,feature_set_config,dataset_name,condition_name,target_name,score,p_value,correlation,selected,feature_group,interpretation,selection_split,selection_scope,feature_grain,train_bearings,held_out_bearing,overlaps_manual_19
"vertical__fft_coefficient__attr_""imag""__coeff_12",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03974367478527431,0.3982064716634023,0.03974367478527431,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 12 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03963315401298547,0.39952070312429316,0.03963315401298547,False,time_domain,"horizontal channel cwt coefficients  coeff 2  w 5  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_52",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03955311990302873,0.400474031164207,-0.03955311990302873,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 52 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_76",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03951742829299642,0.40089961145178427,0.03951742829299642,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 76 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_58",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03927121963064718,0.4038427272414264,0.03927121963064718,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 58 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_23",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03919585435751134,0.40474619510091664,-0.03919585435751134,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 23 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_19",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.038753502453919564,0.4100732861418068,-0.038753502453919564,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 19 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__partial_autocorrelation__lag_6,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03849043626789348,0.4132609021594091,-0.03849043626789348,False,time_domain,horizontal channel partial autocorrelation  lag 6 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_47",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03844270048231745,0.41384088824338006,-0.03844270048231745,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 47 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_56",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03840945679808055,0.4142450798842402,0.03840945679808055,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 56 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.038277250301126935,0.41585480759223276,-0.038277250301126935,False,time_domain,"horizontal channel cwt coefficients  coeff 11  w 5  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""angle""__coeff_8",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03821713891728302,0.41658793104045133,0.03821713891728302,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 8 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""angle""__coeff_2",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03801166855927144,0.41909959626984433,0.03801166855927144,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 2 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_54",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03800317875202308,0.41920356612389126,-0.03800317875202308,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 54 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_70",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03797964303827447,0.4194918737060281,-0.03797964303827447,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 70 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.037918455297013216,0.42024195426102057,0.037918455297013216,False,time_domain,"vertical channel change quantiles  f agg ""mean""  isabs False  qh 0.2  ql 0.0 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__fft_coefficient__attr_""imag""__coeff_30",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03788639665196968,0.42063526401913987,0.03788639665196968,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 30 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__index_mass_quantile__q_0.6,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03787472982570481,0.42077845129382835,-0.03787472982570481,False,time_domain,horizontal channel index mass quantile  q 0.6 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_54",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03784178169973739,0.4211829785048109,0.03784178169973739,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 54 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_26",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03781548977475393,0.4215059459791695,-0.03781548977475393,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 26 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03781031882499353,0.4215694824615679,0.03781031882499353,False,time_domain,"horizontal channel cwt coefficients  coeff 14  w 2  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""angle""__coeff_54",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.037766875464722856,0.42210350068684394,0.037766875464722856,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 54 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0377298798021263,0.42255857337633396,0.0377298798021263,False,time_domain,"horizontal channel agg linear trend  attr ""intercept""  chunk len 10  f agg ""max"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_72",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03750054043767369,0.4253859944319158,-0.03750054043767369,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 72 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0374377456706792,0.42616207834676556,0.0374377456706792,False,time_domain,"vertical channel cwt coefficients  coeff 7  w 5  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__friedrich_coefficients__coeff_0__m_3__r_30,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.037244931941173086,0.42855021220624356,-0.037244931941173086,False,time_domain,vertical channel friedrich coefficients  coeff 0  m 3  r 30 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.037236233257180326,0.42865813413509163,-0.037236233257180326,False,time_domain,"horizontal channel cwt coefficients  coeff 14  w 10  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_11",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03719365415984343,0.42918662731191315,0.03719365415984343,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 11 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__number_crossing_m__m_-1,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.037147617507463176,0.42975846025999176,-0.037147617507463176,False,time_domain,horizontal channel number crossing m  m -1 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__lempel_ziv_complexity__bins_100,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.036677990041970004,0.4356169717498572,0.036677990041970004,False,time_domain,horizontal channel lempel ziv complexity  bins 100 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__energy_ratio_by_chunks__num_segments_10__segment_focus_1,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03661439427276967,0.4364138311215453,0.03661439427276967,False,energy,vertical channel energy ratio by chunks  num segments 10  segment focus 1 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_43",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.036601318919728364,0.43657776989269315,0.036601318919728364,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 43 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_46",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03657936142822686,0.4368531524513569,0.03657936142822686,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 46 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__autocorrelation__lag_8,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03650754717420105,0.4377545157231428,0.03650754717420105,False,time_domain,horizontal channel autocorrelation  lag 8 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_14",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03641326065317999,0.438939553096426,-0.03641326065317999,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 14 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_5",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03628839240102036,0.44051177957552534,-0.03628839240102036,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 5 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""abs""__coeff_84",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0362836967671784,0.4405709654087479,-0.0362836967671784,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 84 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.036170446542086544,0.4419997968166683,0.036170446542086544,False,time_domain,"horizontal channel cwt coefficients  coeff 2  w 10  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_4",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.036166445356674466,0.4420503264223504,0.036166445356674466,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 4 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""abs""__coeff_90",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03611966486684688,0.4426413456862982,-0.03611966486684688,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 90 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__autocorrelation__lag_4,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03605324160949716,0.4434813026812109,0.03605324160949716,False,time_domain,vertical channel autocorrelation  lag 4 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_43",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03605189040092225,0.4434983988374053,-0.03605189040092225,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 43 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.036042257439645654,0.4436202906800319,-0.036042257439645654,False,time_domain,"vertical channel change quantiles  f agg ""mean""  isabs False  qh 1.0  ql 0.6 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.0360332171097462,0.4437347009363099,0.0360332171097462,False,time_domain,"vertical channel cwt coefficients  coeff 8  w 5  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__index_mass_quantile__q_0.1,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03601844729182009,0.4439216570890813,0.03601844729182009,False,time_domain,vertical channel index mass quantile  q 0.1 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__minimum,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.035981716425469185,0.4443867902016859,-0.035981716425469185,False,time_domain,vertical channel minimum statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_1",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.035881552734572324,0.44565659834385113,-0.035881552734572324,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 1 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_38",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03585875802483206,0.4459458619488721,-0.03585875802483206,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 38 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03581916696800304,0.44644852350758785,0.03581916696800304,False,time_domain,"vertical channel cwt coefficients  coeff 6  w 5  widths (2, 5, 10, 20) statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_37",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.035814395237550645,0.4465091287230329,0.035814395237550645,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 37 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""real""__coeff_82",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.035760354435023844,0.4471958205724596,0.035760354435023844,False,frequency,"vertical channel fft coefficient  attr ""real""  coeff 82 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__c3__lag_3,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03573314138399016,0.4475418409648991,-0.03573314138399016,False,time_domain,horizontal channel c3  lag 3 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_31",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.035729461565983646,0.447588642362855,0.035729461565983646,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 31 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_23",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03559421329782282,0.4493107066186515,0.03559421329782282,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 23 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_9",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03545023252383214,0.45114806765460563,0.03545023252383214,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 9 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""imag""__coeff_91",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03539320537691322,0.4518769699426992,0.03539320537691322,False,frequency,"horizontal channel fft coefficient  attr ""imag""  coeff 91 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__absolute_maximum,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03539192754389322,0.4518933103834701,0.03539192754389322,False,energy,horizontal channel absolute maximum statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_49",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03521510122217461,0.4541577065794077,0.03521510122217461,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 49 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.035096691773029244,0.4556775874271492,-0.035096691773029244,False,time_domain,"vertical channel agg linear trend  attr ""intercept""  chunk len 5  f agg ""mean"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"horizontal__fft_coefficient__attr_""real""__coeff_82",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03507902445604509,0.4559046060171458,0.03507902445604509,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 82 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_13",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.035033191118792995,0.4564938432565179,0.035033191118792995,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 13 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""real""__coeff_10",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03493363354392131,0.45777523264881653,-0.03493363354392131,False,frequency,"horizontal channel fft coefficient  attr ""real""  coeff 10 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_58",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03488200971120903,0.45844046592520377,0.03488200971120903,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 58 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""angle""__coeff_34",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03479550612298839,0.45955637573022373,-0.03479550612298839,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 34 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""angle""__coeff_43",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.03466930951545817,0.4611870472571615,0.03466930951545817,False,frequency,"horizontal channel fft coefficient  attr ""angle""  coeff 43 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_74",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.034598998985886316,0.4620969731140593,-0.034598998985886316,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 74 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
